"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MAX"
"13235.268127691","75.642","75.642","75.642","26.176","26.176","26.176"
"13245.266620334","67.579","67.579","67.579","26.176","26.176","26.176"
"13255.272848807","60.267","60.267","60.267","26.176","26.176","26.176"
"13265.26826921","69.49","69.49","69.49","26.176","26.176","26.176"
"13275.280801906","50.671","50.671","50.671","26.176","26.176","26.176"
"13285.268534915","68.361","68.361","68.361","26.176","26.176","26.176"
"13295.269740741","66.155","66.155","66.155","26.176","26.176","26.176"
"13305.269088486","69.099","69.099","69.099","26.176","26.176","26.176"
"13315.267522259","63.81","63.81","63.81","26.176","26.176","26.176"
"13325.267215017","68.458","68.458","68.458","26.176","26.176","26.176"
"13335.268073319","67.384","67.384","67.384","26.176","26.176","26.176"
"13345.26564311","67.384","67.384","67.384","26.176","26.176","26.176"
"13355.272553054","70.173","70.173","70.173","26.176","26.176","26.176"
"13365.266792107","68.165","68.165","68.165","26.176","26.176","26.176"
"13375.273049343","50.377","50.377","50.377","26.19","26.19","26.19"
"13385.267999428","68.123","68.123","68.123","26.176","26.176","26.176"
"13395.267425644","61.208","61.208","61.208","26.176","26.176","26.176"
"13405.267124142","69.002","69.002","69.002","26.176","26.176","26.176"
"13415.265516166","68.654","68.654","68.654","26.176","26.176","26.176"
"13425.271498278","71.344","71.344","71.344","26.176","26.176","26.176"
"13435.273240948","67.579","67.579","67.579","26.176","26.176","26.176"
"13445.276299375","73.348","73.348","73.348","26.176","26.176","26.176"
"13455.270926914","56.877","56.877","56.877","26.19","26.19","26.19"
"13465.269596076","66.35","66.35","66.35","26.176","26.176","26.176"
"13475.277436541","57.66","57.66","57.66","26.176","26.176","26.176"
"13485.269702326","70.368","70.368","70.368","26.176","26.176","26.176"
"13495.26575536","67.97","67.97","67.97","26.176","26.176","26.176"
"13505.26765581","66.798","66.798","66.798","26.176","26.176","26.176"
"13515.276295325","67.872","67.872","67.872","26.176","26.176","26.176"
"13525.276022136","68.263","68.263","68.263","26.176","26.176","26.176"
"13535.27627935","68.068","68.068","68.068","26.176","26.176","26.176"
"13545.267688516","72.08","72.08","72.08","26.176","26.176","26.176"
"13555.266298328","69.533","69.533","69.533","26.176","26.176","26.176"
"13565.276373667","66.741","66.741","66.741","26.176","26.176","26.176"
"13575.266317798","68.165","68.165","68.165","26.176","26.176","26.176"
"13585.265857983","67.97","67.97","67.97","26.176","26.176","26.176"
"13595.271291391","72.275","72.275","72.275","26.176","26.176","26.176"
"13605.269277043","67.677","67.677","67.677","26.275","26.275","26.275"
"13615.270262396","74.667","74.667","74.667","26.176","26.176","26.176"
"13625.273849432","63.262","63.262","63.262","26.275","26.275","26.275"
"13635.267313588","52.534","52.534","52.534","26.176","26.176","26.176"
"13645.266825115","65.821","65.821","65.821","26.176","26.176","26.176"
"13655.265170602","64.885","64.885","64.885","26.162","26.162","26.162"
"13665.266173332","70.378","70.378","70.378","26.162","26.162","26.162"
"13675.267185317","71.592","71.592","71.592","26.176","26.176","26.176"
"13685.266664427","64.435","64.435","64.435","26.176","26.176","26.176"
"13695.269700089","63.516","63.516","63.516","26.176","26.176","26.176"
"13705.272052584","66.505","66.505","66.505","26.176","26.176","26.176"
"13715.266624303","72.665","72.665","72.665","26.176","26.176","26.176"
"13725.266326191","65.178","65.178","65.178","26.176","26.176","26.176"
"13735.268025369","70.368","70.368","70.368","26.176","26.176","26.176"
"13745.27085077","71.885","71.885","71.885","26.176","26.176","26.176"
"13755.271365516","68.123","68.123","68.123","26.275","26.275","26.275"
"13765.276503647","51.357","51.357","51.357","26.176","26.176","26.176"
"13775.268787699","66.7","66.7","66.7","26.176","26.176","26.176"
"13785.265842741","67.384","67.384","67.384","26.176","26.176","26.176"
"13795.265196294","66.407","66.407","66.407","26.176","26.176","26.176"
"13805.26651527","70.227","70.227","70.227","26.162","26.162","26.162"
"13815.265840167","65.683","65.683","65.683","26.26","26.26","26.26"
"13825.266013531","70.856","70.856","70.856","26.176","26.176","26.176"
"13835.270484096","62.48","62.48","62.48","26.077","26.077","26.077"
"13845.269808457","67.05","67.05","67.05","26.176","26.176","26.176"
"13855.268822154","51.259","51.259","51.259","26.19","26.19","26.19"
"13865.267711011","67.384","67.384","67.384","26.176","26.176","26.176"
"13875.269110898","64.649","64.649","64.649","26.176","26.176","26.176"
"13885.268493689","66.952","66.952","66.952","26.26","26.26","26.26"
"13895.267771328","68.526","68.526","68.526","26.26","26.26","26.26"
"13905.267700194","68.318","68.318","68.318","26.176","26.176","26.176"
"13915.275521495","69.544","69.544","69.544","26.176","26.176","26.176"
"13925.267300761","67.872","67.872","67.872","26.176","26.176","26.176"
"13935.267302446","56.715","56.715","56.715","26.176","26.176","26.176"
"13945.267001672","64.845","64.845","64.845","26.176","26.176","26.176"
"13955.265188173","67.83","67.83","67.83","26.176","26.176","26.176"
"13965.270215628","71.841","71.841","71.841","26.26","26.26","26.26"
"13975.265990456","58.212","58.212","58.212","26.176","26.176","26.176"
"13985.265504628","67.132","67.132","67.132","26.176","26.176","26.176"
"13995.267852072","67.83","67.83","67.83","26.176","26.176","26.176"
"14005.272851055","63.066","63.066","63.066","26.176","26.176","26.176"
"14015.280789529","69.002","69.002","69.002","26.26","26.26","26.26"
"14025.268132628","61.599","61.599","61.599","26.176","26.176","26.176"
"14035.268329493","61.855","61.855","61.855","26.176","26.176","26.176"
"14045.271255687","68.654","68.654","68.654","26.176","26.176","26.176"
"14055.283387048","68.471","68.471","68.471","26.162","26.162","26.162"
"14065.268166009","66.407","66.407","66.407","26.176","26.176","26.176"
"14075.27799069","54.56","54.56","54.56","26.275","26.275","26.275"
"14085.270883463","55.506","55.506","55.506","26.176","26.176","26.176"
"14095.266368827","60.291","60.291","60.291","26.162","26.162","26.162"
"14105.266394786","48.543","48.543","48.543","26.176","26.176","26.176"
"14115.26843246","58.799","58.799","58.799","26.176","26.176","26.176"
"14125.265740162","67.286","67.286","67.286","26.176","26.176","26.176"
"14135.269055079","66.017","66.017","66.017","26.162","26.162","26.162"
"14145.26730688","63.614","63.614","63.614","26.176","26.176","26.176"
"14155.270968103","55.702","55.702","55.702","26.176","26.176","26.176"
"14165.269838095","66.757","66.757","66.757","26.26","26.26","26.26"
"14175.267936164","59.484","59.484","59.484","26.176","26.176","26.176"
"14185.27483906","66.505","66.505","66.505","26.176","26.176","26.176"
"14195.266114426","68.416","68.416","68.416","26.176","26.176","26.176"
"14205.270091246","69.587","69.587","69.587","26.176","26.176","26.176"
"14215.266579938","78.03","78.03","78.03","26.275","26.275","26.275"
"14225.270122539","67.44","67.44","67.44","26.162","26.162","26.162"
"14235.266055328","69.685","69.685","69.685","26.176","26.176","26.176"
"14245.274256541","67.132","67.132","67.132","26.176","26.176","26.176"
"14255.267119151","69.392","69.392","69.392","26.176","26.176","26.176"
"14265.266301658","68.806","68.806","68.806","26.176","26.176","26.176"
"14275.265623413","64.591","64.591","64.591","26.176","26.176","26.176"
"14285.271538621","59.386","59.386","59.386","26.176","26.176","26.176"
"14295.285433962","71.246","71.246","71.246","26.176","26.176","26.176"
"14305.278564321","63.946","63.946","63.946","26.176","26.176","26.176"
"14315.265603642","62.441","62.441","62.441","26.176","26.176","26.176"
"14325.267814348","70.661","70.661","70.661","26.176","26.176","26.176"
"14335.267961075","69.88","69.88","69.88","26.176","26.176","26.176"
"14345.265742273","68.416","68.416","68.416","26.176","26.176","26.176"
"14355.270102395","64.787","64.787","64.787","26.275","26.275","26.275"
"14365.266115105","67.482","67.482","67.482","26.176","26.176","26.176"
"14375.270732565","72.08","72.08","72.08","26.176","26.176","26.176"
"14385.27568783","68.068","68.068","68.068","26.176","26.176","26.176"
"14395.266652234","68.458","68.458","68.458","26.19","26.19","26.19"
"14405.275039852","64.982","64.982","64.982","26.176","26.176","26.176"
"14415.266643388","69.447","69.447","69.447","26.176","26.176","26.176"
"14425.265899921","77.835","77.835","77.835","26.275","26.275","26.275"
"14435.267525062","74.231","74.231","74.231","26.176","26.176","26.176"
"14445.272019727","66.798","66.798","66.798","26.176","26.176","26.176"
"14455.269457223","72.328","72.328","72.328","26.176","26.176","26.176"
"14465.274536939","75.108","75.108","75.108","26.176","26.176","26.176"
"14475.265473467","64.142","64.142","64.142","26.176","26.176","26.176"
"14485.26520935","63.81","63.81","63.81","26.176","26.176","26.176"
"14495.267797593","68.263","68.263","68.263","26.275","26.275","26.275"
"14505.268631443","58.604","58.604","58.604","26.176","26.176","26.176"
"14515.269797401","69.154","69.154","69.154","26.176","26.176","26.176"
"14525.267247547","51.063","51.063","51.063","26.176","26.176","26.176"
"14535.267057434","50.996","50.996","50.996","26.176","26.176","26.176"
"14545.268232064","73.979","73.979","73.979","26.19","26.19","26.19"
"14555.268497093","72.275","72.275","72.275","26.176","26.176","26.176"
"14565.278783151","77.933","77.933","77.933","26.176","26.176","26.176"
"14575.26933475","67.83","67.83","67.83","26.176","26.176","26.176"
"14585.268153618","70.27","70.27","70.27","26.176","26.176","26.176"
"14595.270702146","63.262","63.262","63.262","26.176","26.176","26.176"
"14605.265022005","68.068","68.068","68.068","26.176","26.176","26.176"
"14615.266524231","67.286","67.286","67.286","26.176","26.176","26.176"
"14625.268044768","68.751","68.751","68.751","26.19","26.19","26.19"
"14635.268742676","68.026","68.026","68.026","26.162","26.162","26.162"
"14645.273750457","68.361","68.361","68.361","26.19","26.19","26.19"
"14655.267652631","68.654","68.654","68.654","26.176","26.176","26.176"
"14665.268010571","65.488","65.488","65.488","26.162","26.162","26.162"
"14675.265590035","63.712","63.712","63.712","26.275","26.275","26.275"
"14685.272265332","67.538","67.538","67.538","26.176","26.176","26.176"
"14695.266147858","69.392","69.392","69.392","26.176","26.176","26.176"
"14705.266365829","78.516","78.516","78.516","26.176","26.176","26.176"
"14715.268837929","65.373","65.373","65.373","26.176","26.176","26.176"
"14725.268356439","66.31","66.31","66.31","26.275","26.275","26.275"
"14735.266944043","68.514","68.514","68.514","26.176","26.176","26.176"
"14745.276647089","65.626","65.626","65.626","26.176","26.176","26.176"
"14755.267330248","64.396","64.396","64.396","26.176","26.176","26.176"
"14765.266156141","67.928","67.928","67.928","26.275","26.275","26.275"
"14775.267663537","57.234","57.234","57.234","26.162","26.162","26.162"
"14785.270430042","57.073","57.073","57.073","26.176","26.176","26.176"
"14795.269586772","66.448","66.448","66.448","26.176","26.176","26.176"
"14805.267986548","63.028","63.028","63.028","26.162","26.162","26.162"
"14815.267440146","58.604","58.604","58.604","26.26","26.26","26.26"
"14825.270575942","73.641","73.641","73.641","26.176","26.176","26.176"
"14835.278815471","73.595","73.595","73.595","26.176","26.176","26.176"
"14845.270363798","61.111","61.111","61.111","26.176","26.176","26.176"
"14855.265987438","58.995","58.995","58.995","26.176","26.176","26.176"
"14865.275627417","83.089","83.089","83.089","26.176","26.176","26.176"
"14875.272344081","65.764","65.764","65.764","26.176","26.176","26.176"
"14885.269759778","72.125","72.125","72.125","26.289","26.289","26.289"
"14895.272780099","69.88","69.88","69.88","26.275","26.275","26.275"
"14905.27677227","58.799","58.799","58.799","26.176","26.176","26.176"
"14915.2682258","68.318","68.318","68.318","26.176","26.176","26.176"
"14925.268442494","73.01","73.01","73.01","26.162","26.162","26.162"
"14935.277036265","67.775","67.775","67.775","26.19","26.19","26.19"
"14945.267431979","54.462","54.462","54.462","26.176","26.176","26.176"
"14955.267197981","68.611","68.611","68.611","26.176","26.176","26.176"
"14965.265526825","68.221","68.221","68.221","26.176","26.176","26.176"
"14975.265472468","67.425","67.425","67.425","26.19","26.19","26.19"
"14985.267234722","74.375","74.375","74.375","26.162","26.162","26.162"
"14995.267517258","65.764","65.764","65.764","26.19","26.19","26.19"
"15005.266545503","67.091","67.091","67.091","26.176","26.176","26.176"
"15015.268323536","71.991","71.991","71.991","26.26","26.26","26.26"
"15025.266187","67.189","67.189","67.189","26.176","26.176","26.176"
"15035.268180459","70.227","70.227","70.227","26.176","26.176","26.176"
"15045.268422305","66.896","66.896","66.896","26.176","26.176","26.176"
"15055.273708669","62.246","62.246","62.246","26.176","26.176","26.176"
"15065.27484945","66.644","66.644","66.644","26.176","26.176","26.176"
"15075.275100741","73.836","73.836","73.836","26.176","26.176","26.176"
"15085.269355434","64.845","64.845","64.845","26.176","26.176","26.176"
"15095.267858538","67.482","67.482","67.482","26.275","26.275","26.275"
"15105.266941493","64.552","64.552","64.552","26.162","26.162","26.162"
"15115.265485707","61.05","61.05","61.05","26.162","26.162","26.162"
"15125.266802243","68.165","68.165","68.165","26.176","26.176","26.176"
"15135.266220885","63.712","63.712","63.712","26.176","26.176","26.176"
"15145.267124144","66.993","66.993","66.993","26.176","26.176","26.176"
"15155.271248864","72.373","72.373","72.373","26.176","26.176","26.176"
"15165.265461368","65.96","65.96","65.96","26.26","26.26","26.26"
"15175.275123767","67.635","67.635","67.635","26.162","26.162","26.162"
"15185.26810798","68.776","68.776","68.776","26.176","26.176","26.176"
"15195.266092617","63.614","63.614","63.614","26.176","26.176","26.176"
"15205.272033522","75.544","75.544","75.544","26.176","26.176","26.176"
"15215.271160934","86.676","86.676","86.676","26.176","26.176","26.176"
"15225.273208284","74.18","74.18","74.18","26.176","26.176","26.176"
"15235.273439707","68.904","68.904","68.904","26.176","26.176","26.176"
"15245.26710676","69.002","69.002","69.002","26.176","26.176","26.176"
"15255.268912026","61.855","61.855","61.855","26.162","26.162","26.162"
"15265.266160236","68.458","68.458","68.458","26.176","26.176","26.176"
"15275.269300646","79.004","79.004","79.004","26.077","26.077","26.077"
"15285.269497969","77.933","77.933","77.933","26.275","26.275","26.275"
"15295.275518919","68.068","68.068","68.068","26.176","26.176","26.176"
"15305.270763321","70.563","70.563","70.563","26.176","26.176","26.176"
"15315.266282112","69.197","69.197","69.197","26.176","26.176","26.176"
"15325.2650208","52.796","52.796","52.796","26.176","26.176","26.176"
"15335.273612786","50.346","50.346","50.346","26.176","26.176","26.176"
"15345.275816906","71.149","71.149","71.149","26.176","26.176","26.176"
"15355.267806282","66.366","66.366","66.366","26.162","26.162","26.162"
"15365.267858398","67.928","67.928","67.928","26.176","26.176","26.176"
"15375.267756093","65.275","65.275","65.275","26.077","26.077","26.077"
"15385.267136701","68.611","68.611","68.611","26.176","26.176","26.176"
"15395.277738152","48.935","48.935","48.935","26.176","26.176","26.176"
"15405.28034082","64.298","64.298","64.298","26.19","26.19","26.19"
"15415.275969129","69.544","69.544","69.544","26.26","26.26","26.26"
"15425.267067124","71.397","71.397","71.397","26.176","26.176","26.176"
"15435.265565009","71.69","71.69","71.69","26.176","26.176","26.176"
"15445.27005325","71.495","71.495","71.495","26.176","26.176","26.176"
"15455.266626205","69.294","69.294","69.294","26.176","26.176","26.176"
"15465.268288629","62.773","62.773","62.773","26.176","26.176","26.176"
"15475.272493022","67.635","67.635","67.635","26.147","26.147","26.147"
"15485.266259897","66.993","66.993","66.993","26.275","26.275","26.275"
"15495.268494652","69.685","69.685","69.685","26.176","26.176","26.176"
"15505.267718332","65.821","65.821","65.821","26.176","26.176","26.176"
"15515.26601148","67.23","67.23","67.23","26.19","26.19","26.19"
"15525.270340627","67.872","67.872","67.872","26.19","26.19","26.19"
"15535.2670479","68.221","68.221","68.221","26.162","26.162","26.162"
"15545.265635858","68.263","68.263","68.263","26.176","26.176","26.176"
"15555.273283609","62.735","62.735","62.735","26.176","26.176","26.176"
"15565.267248421","67.091","67.091","67.091","26.176","26.176","26.176"
"15575.266355113","64.396","64.396","64.396","26.176","26.176","26.176"
"15585.269938082","64.005","64.005","64.005","26.176","26.176","26.176"
"15595.278816598","67.189","67.189","67.189","26.176","26.176","26.176"
"15605.267089317","67.579","67.579","67.579","26.077","26.077","26.077"
"15615.270279286","66.366","66.366","66.366","26.176","26.176","26.176"
"15625.267941521","65.919","65.919","65.919","26.275","26.275","26.275"
"15635.27343026","68.806","68.806","68.806","26.275","26.275","26.275"
"15645.26837953","67.482","67.482","67.482","26.176","26.176","26.176"
"15655.27648345","66.798","66.798","66.798","26.176","26.176","26.176"
"15665.270236393","78.079","78.079","78.079","26.176","26.176","26.176"
"15675.270094647","68.751","68.751","68.751","26.176","26.176","26.176"
"15685.266787609","68.514","68.514","68.514","26.176","26.176","26.176"
"15695.268563569","71.007","71.007","71.007","26.176","26.176","26.176"
"15705.267664861","68.068","68.068","68.068","26.077","26.077","26.077"
"15715.278308602","65.08","65.08","65.08","26.176","26.176","26.176"
"15725.268727632","69.88","69.88","69.88","26.176","26.176","26.176"
"15735.271632743","51.094","51.094","51.094","26.19","26.19","26.19"
"15745.264856407","72.568","72.568","72.568","26.176","26.176","26.176"
"15755.268171439","65.96","65.96","65.96","26.176","26.176","26.176"
"15765.265691571","67.579","67.579","67.579","26.176","26.176","26.176"
"15775.269479389","67.97","67.97","67.97","26.176","26.176","26.176"
"15785.272183351","68.666","68.666","68.666","26.162","26.162","26.162"
"15795.269957938","65.586","65.586","65.586","26.176","26.176","26.176"
"15805.270164704","62.989","62.989","62.989","26.162","26.162","26.162"
"15815.267438706","67.44","67.44","67.44","26.176","26.176","26.176"
"15825.267091052","66.505","66.505","66.505","26.176","26.176","26.176"
"15835.268344722","69.49","69.49","69.49","26.176","26.176","26.176"
"15845.266382565","62.93","62.93","62.93","26.162","26.162","26.162"
"15855.26780523","52.24","52.24","52.24","26.176","26.176","26.176"
"15865.269361553","64.433","64.433","64.433","26.176","26.176","26.176"
"15875.26684416","62.05","62.05","62.05","26.162","26.162","26.162"
"15885.26819769","51.816","51.816","51.816","26.176","26.176","26.176"
"15895.267574888","73.738","73.738","73.738","26.19","26.19","26.19"
"15905.269667757","59.191","59.191","59.191","26.19","26.19","26.19"
"15915.270914582","67.579","67.579","67.579","26.176","26.176","26.176"
"15925.267816206","66.057","66.057","66.057","26.176","26.176","26.176"
"15935.268415561","76.082","76.082","76.082","26.162","26.162","26.162"
"15945.267000972","62.794","62.794","62.794","26.162","26.162","26.162"
"15955.266347742","66.407","66.407","66.407","26.162","26.162","26.162"
"15965.268086898","54.658","54.658","54.658","26.19","26.19","26.19"
"15975.267104798","69.49","69.49","69.49","26.176","26.176","26.176"
"15985.268400497","68.611","68.611","68.611","26.176","26.176","26.176"
"15995.276855766","68.654","68.654","68.654","26.176","26.176","26.176"
"16005.266809427","72.665","72.665","72.665","26.176","26.176","26.176"
"16015.267629075","75.739","75.739","75.739","26.176","26.176","26.176"
"16025.26533252","66.839","66.839","66.839","26.19","26.19","26.19"
"16035.270016975","62.675","62.675","62.675","26.19","26.19","26.19"
"16045.266977528","61.441","61.441","61.441","26.19","26.19","26.19"
"16055.267819803","69.63","69.63","69.63","26.176","26.176","26.176"
"16065.267149459","69.978","69.978","69.978","26.176","26.176","26.176"
"16075.266827419","48.347","48.347","48.347","26.176","26.176","26.176"
"16085.265455251","54.756","54.756","54.756","26.176","26.176","26.176"
"16095.269731301","73.348","73.348","73.348","26.275","26.275","26.275"
"16105.269101191","67.189","67.189","67.189","26.176","26.176","26.176"
"16115.268168675","53.058","53.058","53.058","26.176","26.176","26.176"
"16125.26904326","66.114","66.114","66.114","26.176","26.176","26.176"
"16135.270340154","64.942","64.942","64.942","26.176","26.176","26.176"
"16145.267500972","51.357","51.357","51.357","26.176","26.176","26.176"
"16155.26879724","66.017","66.017","66.017","26.176","26.176","26.176"
"16165.265410686","50.965","50.965","50.965","26.19","26.19","26.19"
"16175.268066374","66.952","66.952","66.952","26.176","26.176","26.176"
"16185.26931498","74.277","74.277","74.277","26.176","26.176","26.176"
"16195.266075711","67.189","67.189","67.189","26.176","26.176","26.176"
"16205.269393219","68.318","68.318","68.318","26.176","26.176","26.176"
"16215.271060782","69.49","69.49","69.49","26.176","26.176","26.176"
"16225.270780227","62.969","62.969","62.969","26.176","26.176","26.176"
"16235.267777123","66.7","66.7","66.7","26.176","26.176","26.176"
"16245.272170641","69.099","69.099","69.099","26.176","26.176","26.176"
"16255.267573451","68.416","68.416","68.416","26.077","26.077","26.077"
"16265.265327896","67.97","67.97","67.97","26.176","26.176","26.176"
"16275.268042279","63.164","63.164","63.164","26.19","26.19","26.19"
"16285.267229413","70.954","70.954","70.954","26.19","26.19","26.19"
"16295.276866746","71.3","71.3","71.3","26.176","26.176","26.176"
"16305.27506272","68.654","68.654","68.654","26.176","26.176","26.176"
"16315.266550279","68.751","68.751","68.751","26.176","26.176","26.176"
"16325.267828065","65.821","65.821","65.821","26.162","26.162","26.162"
"16335.270663444","50.573","50.573","50.573","26.176","26.176","26.176"
"16345.266907607","62.186","62.186","62.186","26.19","26.19","26.19"
"16355.26758267","68.904","68.904","68.904","26.176","26.176","26.176"
"16365.26790762","51.718","51.718","51.718","26.162","26.162","26.162"
"16375.270842069","75.692","75.692","75.692","26.176","26.176","26.176"
"16385.269269743","65.333","65.333","65.333","26.162","26.162","26.162"
"16395.276909449","65.569","65.569","65.569","26.19","26.19","26.19"
"16405.273405023","70.661","70.661","70.661","26.275","26.275","26.275"
"16415.278377172","62.382","62.382","62.382","26.176","26.176","26.176"
"16425.276114448","65.528","65.528","65.528","26.176","26.176","26.176"
"16435.266764401","63.419","63.419","63.419","26.176","26.176","26.176"
"16445.267026031","64.298","64.298","64.298","26.162","26.162","26.162"
"16455.266670442","65.569","65.569","65.569","26.176","26.176","26.176"
"16465.266630345","70.075","70.075","70.075","26.176","26.176","26.176"
"16475.274845752","67.872","67.872","67.872","26.176","26.176","26.176"
"16485.268300032","66.407","66.407","66.407","26.176","26.176","26.176"
"16495.268309289","68.611","68.611","68.611","26.176","26.176","26.176"
"16505.271673358","66.7","66.7","66.7","26.176","26.176","26.176"
"16515.274677258","52.534","52.534","52.534","26.176","26.176","26.176"
"16525.277882634","68.221","68.221","68.221","26.176","26.176","26.176"
"16535.26763649","67.482","67.482","67.482","26.19","26.19","26.19"
"16545.26851679","75.591","75.591","75.591","26.19","26.19","26.19"
"16555.266225545","67.286","67.286","67.286","26.176","26.176","26.176"
"16565.274232234","66.741","66.741","66.741","26.176","26.176","26.176"
"16575.274600319","69.544","69.544","69.544","26.162","26.162","26.162"
"16585.267648908","65.724","65.724","65.724","26.162","26.162","26.162"
"16595.268079939","62.773","62.773","62.773","26.176","26.176","26.176"
"16605.271912356","58.408","58.408","58.408","26.176","26.176","26.176"
"16615.278343979","65.431","65.431","65.431","26.176","26.176","26.176"
"16625.266007832","67.97","67.97","67.97","26.176","26.176","26.176"
"16635.268516869","65.275","65.275","65.275","26.275","26.275","26.275"
"16645.265275281","63.516","63.516","63.516","26.176","26.176","26.176"
"16655.271711917","65.862","65.862","65.862","26.176","26.176","26.176"
"16665.271796875","67.775","67.775","67.775","26.176","26.176","26.176"
"16675.267635438","68.654","68.654","68.654","26.19","26.19","26.19"
"16685.267859044","68.263","68.263","68.263","26.176","26.176","26.176"
"16695.266222829","65.919","65.919","65.919","26.176","26.176","26.176"
"16705.267630082","62.735","62.735","62.735","26.176","26.176","26.176"
"16715.265913333","73.303","73.303","73.303","26.077","26.077","26.077"
"16725.267712214","77.104","77.104","77.104","26.19","26.19","26.19"
"16735.277437782","66.212","66.212","66.212","26.19","26.19","26.19"
"16745.268086755","68.751","68.751","68.751","26.176","26.176","26.176"
"16755.267429573","60.915","60.915","60.915","26.176","26.176","26.176"
"16765.267705101","65.976","65.976","65.976","26.26","26.26","26.26"
"16775.274730936","67.482","67.482","67.482","26.19","26.19","26.19"
"16785.277513281","67.872","67.872","67.872","26.176","26.176","26.176"
"16795.266815992","64.259","64.259","64.259","26.162","26.162","26.162"
"16805.26791484","66.212","66.212","66.212","26.176","26.176","26.176"
"16815.271266225","74.96","74.96","74.96","26.176","26.176","26.176"
"16825.271361966","74.226","74.226","74.226","26.176","26.176","26.176"
"16835.266624054","63.164","63.164","63.164","26.19","26.19","26.19"
"16845.26810389","62.284","62.284","62.284","26.19","26.19","26.19"
"16855.267465426","63.653","63.653","63.653","26.176","26.176","26.176"
"16865.267116266","69.685","69.685","69.685","26.176","26.176","26.176"
"16875.268396428","54.364","54.364","54.364","26.176","26.176","26.176"
"16885.266113919","64.2","64.2","64.2","26.19","26.19","26.19"
"16895.266856584","70.173","70.173","70.173","26.289","26.289","26.289"
"16905.267199516","67.733","67.733","67.733","26.275","26.275","26.275"
"16915.277479899","62.675","62.675","62.675","26.176","26.176","26.176"
"16925.266418879","63.419","63.419","63.419","26.176","26.176","26.176"
"16935.270480032","70.129","70.129","70.129","26.162","26.162","26.162"
"16945.265988632","66.31","66.31","66.31","26.176","26.176","26.176"
"16955.276396878","67.496","67.496","67.496","26.162","26.162","26.162"
"16965.275233045","67.384","67.384","67.384","26.176","26.176","26.176"
"16975.273733658","63.849","63.849","63.849","26.176","26.176","26.176"
"16985.270988757","68.806","68.806","68.806","26.077","26.077","26.077"
"16995.27041825","69.197","69.197","69.197","26.176","26.176","26.176"
"17005.266365269","71.504","71.504","71.504","26.275","26.275","26.275"
"17015.265749854","71.007","71.007","71.007","26.162","26.162","26.162"
"17025.26652776","66.993","66.993","66.993","26.176","26.176","26.176"
"17035.271809925","69.837","69.837","69.837","26.162","26.162","26.162"
"17045.267520505","57.821","57.821","57.821","26.077","26.077","26.077"
"17055.267542232","68.263","68.263","68.263","26.077","26.077","26.077"
"17065.266381814","54.266","54.266","54.266","26.176","26.176","26.176"
"17075.265854354","68.207","68.207","68.207","26.19","26.19","26.19"
"17085.26764254","70.466","70.466","70.466","26.176","26.176","26.176"
"17095.266886506","69.197","69.197","69.197","26.275","26.275","26.275"
"17105.268292629","67.482","67.482","67.482","26.176","26.176","26.176"
"17115.267400394","66.952","66.952","66.952","26.162","26.162","26.162"
"17125.273721878","53.58","53.58","53.58","26.176","26.176","26.176"
"17135.269207574","77.007","77.007","77.007","26.176","26.176","26.176"
"17145.266985293","69.044","69.044","69.044","26.092","26.092","26.092"
"17155.266730958","69.685","69.685","69.685","26.176","26.176","26.176"
"17165.27448226","71.495","71.495","71.495","26.162","26.162","26.162"
"17175.272359785","67.677","67.677","67.677","26.275","26.275","26.275"
"17185.269398818","68.751","68.751","68.751","26.19","26.19","26.19"
"17195.271419732","66.31","66.31","66.31","26.176","26.176","26.176"
"17205.27161842","52.306","52.306","52.306","26.176","26.176","26.176"
"17215.265827659","65.96","65.96","65.96","26.176","26.176","26.176"
"17225.266828393","63.907","63.907","63.907","26.176","26.176","26.176"
"17235.26744937","65.724","65.724","65.724","26.176","26.176","26.176"
"17245.272881689","61.404","61.404","61.404","26.176","26.176","26.176"
"17255.267158734","67.579","67.579","67.579","26.077","26.077","26.077"
"17265.265956664","64.689","64.689","64.689","26.176","26.176","26.176"
"17275.26617967","66.741","66.741","66.741","26.176","26.176","26.176"
"17285.26778534","69.044","69.044","69.044","26.176","26.176","26.176"
"17295.27063506","69.685","69.685","69.685","26.176","26.176","26.176"
"17305.267730595","70.227","70.227","70.227","26.176","26.176","26.176"
"17315.267349426","67.189","67.189","67.189","26.176","26.176","26.176"
"17325.268378118","72.86","72.86","72.86","26.176","26.176","26.176"
"17335.267402136","69.392","69.392","69.392","26.176","26.176","26.176"
"17345.266780663","67.189","67.189","67.189","26.176","26.176","26.176"
"17355.270233454","49.396","49.396","49.396","26.176","26.176","26.176"
"17365.265643144","66.407","66.407","66.407","26.176","26.176","26.176"
"17375.271250894","71.105","71.105","71.105","26.275","26.275","26.275"
"17385.272061748","63.458","63.458","63.458","26.19","26.19","26.19"
"17395.268697767","69.099","69.099","69.099","26.147","26.147","26.147"
