"Relative Time (Process)","StudyAbroadGPT-7B - system/proc.memory.rssMB","StudyAbroadGPT-7B - system/proc.memory.rssMB__MIN","StudyAbroadGPT-7B - system/proc.memory.rssMB__MAX"
"13955.407152743","3655.9921875","3655.9921875","3655.9921875"
"13965.406233169","3655.9921875","3655.9921875","3655.9921875"
"13975.406986451","3655.9921875","3655.9921875","3655.9921875"
"13985.406280581","3655.9921875","3655.9921875","3655.9921875"
"13995.406905799","3655.9921875","3655.9921875","3655.9921875"
"14005.407242345","3655.9921875","3655.9921875","3655.9921875"
"14015.406352009","3655.9921875","3655.9921875","3655.9921875"
"14025.407045573","3655.9921875","3655.9921875","3655.9921875"
"14035.406978225","3655.9921875","3655.9921875","3655.9921875"
"14045.40674597","3655.9921875","3655.9921875","3655.9921875"
"14055.40674576","3655.9921875","3655.9921875","3655.9921875"
"14065.406803304","3655.9921875","3655.9921875","3655.9921875"
"14075.406748965","3655.9921875","3655.9921875","3655.9921875"
"14085.407350355","3655.9921875","3655.9921875","3655.9921875"
"14095.406835657","3655.9921875","3655.9921875","3655.9921875"
"14105.40667407","3655.9921875","3655.9921875","3655.9921875"
"14115.406524664","3655.9921875","3655.9921875","3655.9921875"
"14125.407149348","3655.9921875","3655.9921875","3655.9921875"
"14135.407479151","3655.9921875","3655.9921875","3655.9921875"
"14145.407250273","3655.9921875","3655.9921875","3655.9921875"
"14155.406179274","3655.9921875","3655.9921875","3655.9921875"
"14165.406265275","3655.9921875","3655.9921875","3655.9921875"
"14175.406902223","3655.9921875","3655.9921875","3655.9921875"
"14185.407011167","3655.9921875","3655.9921875","3655.9921875"
"14195.407174648","3655.9921875","3655.9921875","3655.9921875"
"14205.406292919","3655.9921875","3655.9921875","3655.9921875"
"14215.406829595","3655.9921875","3655.9921875","3655.9921875"
"14225.406614806","3655.9921875","3655.9921875","3655.9921875"
"14235.40627997","3655.9921875","3655.9921875","3655.9921875"
"14245.406373037","3655.9921875","3655.9921875","3655.9921875"
"14255.406485322","3655.9921875","3655.9921875","3655.9921875"
"14265.406938219","3655.9921875","3655.9921875","3655.9921875"
"14275.406584618","3655.9921875","3655.9921875","3655.9921875"
"14285.40699156","3655.9921875","3655.9921875","3655.9921875"
"14295.406574426","3655.9921875","3655.9921875","3655.9921875"
"14305.407125542","3655.9921875","3655.9921875","3655.9921875"
"14315.406984183","3655.9921875","3655.9921875","3655.9921875"
"14325.406471914","3655.9921875","3655.9921875","3655.9921875"
"14335.406578941","3655.9921875","3655.9921875","3655.9921875"
"14345.406199546","3655.9921875","3655.9921875","3655.9921875"
"14355.406812616","3655.9921875","3655.9921875","3655.9921875"
"14365.406921231","3655.9921875","3655.9921875","3655.9921875"
"14375.406498385","3655.9921875","3655.9921875","3655.9921875"
"14385.406889918","3655.9921875","3655.9921875","3655.9921875"
"14395.40692451","3655.9921875","3655.9921875","3655.9921875"
"14405.406685653","3655.9921875","3655.9921875","3655.9921875"
"14415.40673898","3655.9921875","3655.9921875","3655.9921875"
"14425.40641075","3655.9921875","3655.9921875","3655.9921875"
"14435.406963241","3655.9921875","3655.9921875","3655.9921875"
"14445.406496322","3655.9921875","3655.9921875","3655.9921875"
"14455.407034649","3655.9921875","3655.9921875","3655.9921875"
"14465.406865673","3655.9921875","3655.9921875","3655.9921875"
"14475.407010322","3655.9921875","3655.9921875","3655.9921875"
"14485.406401985","3655.9921875","3655.9921875","3655.9921875"
"14495.407362732","3655.9921875","3655.9921875","3655.9921875"
"14505.40625261","3655.9921875","3655.9921875","3655.9921875"
"14515.407096164","3655.9921875","3655.9921875","3655.9921875"
"14525.4068667","3655.9921875","3655.9921875","3655.9921875"
"14535.406901256","3655.9921875","3655.9921875","3655.9921875"
"14545.406626444","3655.9921875","3655.9921875","3655.9921875"
"14555.407009259","3655.9921875","3655.9921875","3655.9921875"
"14565.406343358","3655.9921875","3655.9921875","3655.9921875"
"14575.407322146","3655.9921875","3655.9921875","3655.9921875"
"14585.406649169","3655.9921875","3655.9921875","3655.9921875"
"14595.407034941","3655.9921875","3655.9921875","3655.9921875"
"14605.407226734","3655.9921875","3655.9921875","3655.9921875"
"14615.406563808","3655.9921875","3655.9921875","3655.9921875"
"14625.406599713","3655.9921875","3655.9921875","3655.9921875"
"14635.406481114","3655.9921875","3655.9921875","3655.9921875"
"14645.406681483","3655.9921875","3655.9921875","3655.9921875"
"14655.406421031","3655.9921875","3655.9921875","3655.9921875"
"14665.406952049","3655.9921875","3655.9921875","3655.9921875"
"14675.406451721","3655.9921875","3655.9921875","3655.9921875"
"14685.406352105","3655.9921875","3655.9921875","3655.9921875"
"14695.406742957","3655.9921875","3655.9921875","3655.9921875"
"14705.406735761","3655.9921875","3655.9921875","3655.9921875"
"14715.406998217","3655.9921875","3655.9921875","3655.9921875"
"14725.40686598","3655.9921875","3655.9921875","3655.9921875"
"14735.406475857","3655.9921875","3655.9921875","3655.9921875"
"14745.406363073","3655.9921875","3655.9921875","3655.9921875"
"14755.407020418","3655.9921875","3655.9921875","3655.9921875"
"14765.406356019","3655.9921875","3655.9921875","3655.9921875"
"14775.406383935","3655.9921875","3655.9921875","3655.9921875"
"14785.406699375","3655.9921875","3655.9921875","3655.9921875"
"14795.407207491","3655.9921875","3655.9921875","3655.9921875"
"14805.406482891","3655.9921875","3655.9921875","3655.9921875"
"14815.406492052","3655.9921875","3655.9921875","3655.9921875"
"14825.407559751","3655.9921875","3655.9921875","3655.9921875"
"14835.407209513","3655.9921875","3655.9921875","3655.9921875"
"14845.406896307","3655.9921875","3655.9921875","3655.9921875"
"14855.406492356","3655.9921875","3655.9921875","3655.9921875"
"14865.406881463","3655.9921875","3655.9921875","3655.9921875"
"14875.406183452","3655.9921875","3655.9921875","3655.9921875"
"14885.406749565","3655.9921875","3655.9921875","3655.9921875"
"14895.406518178","3655.9921875","3655.9921875","3655.9921875"
"14905.407250952","3655.9921875","3655.9921875","3655.9921875"
"14915.407525274","3655.9921875","3655.9921875","3655.9921875"
"14925.406648312","3655.9921875","3655.9921875","3655.9921875"
"14935.406219079","3655.9921875","3655.9921875","3655.9921875"
"14945.406486683","3655.9921875","3655.9921875","3655.9921875"
"14955.40673126","3655.9921875","3655.9921875","3655.9921875"
"14965.406347726","3655.9921875","3655.9921875","3655.9921875"
"14975.406781812","3655.9921875","3655.9921875","3655.9921875"
"14985.407170329","3655.9921875","3655.9921875","3655.9921875"
"14995.406752183","3655.9921875","3655.9921875","3655.9921875"
"15005.406592077","3655.9921875","3655.9921875","3655.9921875"
"15015.406828512","3655.9921875","3655.9921875","3655.9921875"
"15025.406622025","3655.9921875","3655.9921875","3655.9921875"
"15035.406948174","3655.9921875","3655.9921875","3655.9921875"
"15045.407252056","3655.9921875","3655.9921875","3655.9921875"
"15055.406267225","3655.9921875","3655.9921875","3655.9921875"
"15065.407218988","3655.9921875","3655.9921875","3655.9921875"
"15075.406261085","3655.9921875","3655.9921875","3655.9921875"
"15085.407151243","3655.9921875","3655.9921875","3655.9921875"
"15095.407178125","3655.9921875","3655.9921875","3655.9921875"
"15105.406561541","3655.9921875","3655.9921875","3655.9921875"
"15115.406581549","3655.9921875","3655.9921875","3655.9921875"
"15125.406487453","3655.9921875","3655.9921875","3655.9921875"
"15135.407767609","3655.9921875","3655.9921875","3655.9921875"
"15145.406670292","3655.9921875","3655.9921875","3655.9921875"
"15155.407005929","3655.9921875","3655.9921875","3655.9921875"
"15165.406811551","3655.9921875","3655.9921875","3655.9921875"
"15175.406178324","3655.9921875","3655.9921875","3655.9921875"
"15185.406758052","3655.9921875","3655.9921875","3655.9921875"
"15195.406819793","3655.9921875","3655.9921875","3655.9921875"
"15205.407115521","3655.9921875","3655.9921875","3655.9921875"
"15215.40669188","3655.9921875","3655.9921875","3655.9921875"
"15225.407205975","3655.9921875","3655.9921875","3655.9921875"
"15235.406410434","3655.9921875","3655.9921875","3655.9921875"
"15245.406946085","3655.9921875","3655.9921875","3655.9921875"
"15255.40737932","3655.9921875","3655.9921875","3655.9921875"
"15265.406425871","3655.9921875","3655.9921875","3655.9921875"
"15275.40701722","3655.9921875","3655.9921875","3655.9921875"
"15285.407261091","3655.9921875","3655.9921875","3655.9921875"
"15295.40719414","3655.9921875","3655.9921875","3655.9921875"
"15305.406682216","3655.9921875","3655.9921875","3655.9921875"
"15315.406772754","3655.9921875","3655.9921875","3655.9921875"
"15325.406260994","3655.9921875","3655.9921875","3655.9921875"
"15335.406792745","3655.9921875","3655.9921875","3655.9921875"
"15345.406217555","3655.9921875","3655.9921875","3655.9921875"
"15355.406514002","3655.9921875","3655.9921875","3655.9921875"
"15365.406393215","3655.9921875","3655.9921875","3655.9921875"
"15375.406760765","3655.9921875","3655.9921875","3655.9921875"
"15385.406745458","3655.9921875","3655.9921875","3655.9921875"
"15395.407252465","3655.9921875","3655.9921875","3655.9921875"
"15405.406574245","3655.9921875","3655.9921875","3655.9921875"
"15415.40739144","3655.9921875","3655.9921875","3655.9921875"
"15425.406934287","3655.9921875","3655.9921875","3655.9921875"
"15435.40659978","3655.9921875","3655.9921875","3655.9921875"
"15445.406335541","3655.9921875","3655.9921875","3655.9921875"
"15455.407507133","3655.9921875","3655.9921875","3655.9921875"
"15465.406194547","3655.9921875","3655.9921875","3655.9921875"
"15475.406688419","3655.9921875","3655.9921875","3655.9921875"
"15485.406642071","3655.9921875","3655.9921875","3655.9921875"
"15495.407148697","3655.9921875","3655.9921875","3655.9921875"
"15505.40720841","3655.9921875","3655.9921875","3655.9921875"
"15515.406530917","3655.9921875","3655.9921875","3655.9921875"
"15525.40640505","3655.9921875","3655.9921875","3655.9921875"
"15535.407361502","3655.9921875","3655.9921875","3655.9921875"
"15545.406869676","3655.9921875","3655.9921875","3655.9921875"
"15555.406773131","3655.9921875","3655.9921875","3655.9921875"
"15565.406684982","3655.9921875","3655.9921875","3655.9921875"
"15575.407529635","3655.9921875","3655.9921875","3655.9921875"
"15585.406994073","3655.9921875","3655.9921875","3655.9921875"
"15595.406438914","3655.9921875","3655.9921875","3655.9921875"
"15605.407572345","3655.9921875","3655.9921875","3655.9921875"
"15615.407115534","3655.9921875","3655.9921875","3655.9921875"
"15625.406710218","3655.9921875","3655.9921875","3655.9921875"
"15635.406437393","3655.9921875","3655.9921875","3655.9921875"
"15645.406829052","3655.9921875","3655.9921875","3655.9921875"
"15655.406655188","3655.9921875","3655.9921875","3655.9921875"
"15665.407045367","3655.9921875","3655.9921875","3655.9921875"
"15675.407045355","3655.9921875","3655.9921875","3655.9921875"
"15685.407178348","3655.9921875","3655.9921875","3655.9921875"
"15695.406945303","3655.9921875","3655.9921875","3655.9921875"
"15705.406838651","3655.9921875","3655.9921875","3655.9921875"
"15715.40722702","3655.9921875","3655.9921875","3655.9921875"
"15725.406333229","3655.9921875","3655.9921875","3655.9921875"
"15735.406606906","3655.9921875","3655.9921875","3655.9921875"
"15745.406738755","3655.9921875","3655.9921875","3655.9921875"
"15755.406449626","3655.9921875","3655.9921875","3655.9921875"
"15765.407198502","3655.9921875","3655.9921875","3655.9921875"
"15775.40691822","3655.9921875","3655.9921875","3655.9921875"
"15785.407302811","3655.9921875","3655.9921875","3655.9921875"
"15795.406584396","3655.9921875","3655.9921875","3655.9921875"
"15805.406271162","3655.9921875","3655.9921875","3655.9921875"
"15815.407083165","3655.9921875","3655.9921875","3655.9921875"
"15825.406486466","3655.9921875","3655.9921875","3655.9921875"
"15835.40682636","3655.9921875","3655.9921875","3655.9921875"
"15845.406889864","3655.9921875","3655.9921875","3655.9921875"
"15855.40676836","3655.9921875","3655.9921875","3655.9921875"
"15865.406720607","3655.9921875","3655.9921875","3655.9921875"
"15875.406266831","3655.9921875","3655.9921875","3655.9921875"
"15885.406948607","3655.9921875","3655.9921875","3655.9921875"
"15895.406934944","3655.9921875","3655.9921875","3655.9921875"
"15905.407238527","3655.9921875","3655.9921875","3655.9921875"
"15915.406690317","3655.9921875","3655.9921875","3655.9921875"
"15925.406808521","3655.9921875","3655.9921875","3655.9921875"
"15935.407131","3655.9921875","3655.9921875","3655.9921875"
"15945.406838353","3655.9921875","3655.9921875","3655.9921875"
"15955.407283233","3655.9921875","3655.9921875","3655.9921875"
"15965.407329312","3655.9921875","3655.9921875","3655.9921875"
"15975.407088292","3655.9921875","3655.9921875","3655.9921875"
"15985.406676022","3655.9921875","3655.9921875","3655.9921875"
"15995.407006577","3655.9921875","3655.9921875","3655.9921875"
"16005.407158583","3655.9921875","3655.9921875","3655.9921875"
"16015.406689949","3655.9921875","3655.9921875","3655.9921875"
"16025.406786694","3655.9921875","3655.9921875","3655.9921875"
"16035.407017392","3655.9921875","3655.9921875","3655.9921875"
"16045.406441576","3655.9921875","3655.9921875","3655.9921875"
"16055.406248579","3655.9921875","3655.9921875","3655.9921875"
"16065.407247267","3655.9921875","3655.9921875","3655.9921875"
"16075.406723953","3655.9921875","3655.9921875","3655.9921875"
"16085.407441491","3655.9921875","3655.9921875","3655.9921875"
"16095.406896815","3655.9921875","3655.9921875","3655.9921875"
"16105.4069608","3655.9921875","3655.9921875","3655.9921875"
"16115.406488056","3655.9921875","3655.9921875","3655.9921875"
"16125.406220659","3655.9921875","3655.9921875","3655.9921875"
"16135.406155052","3655.9921875","3655.9921875","3655.9921875"
"16145.407091572","3655.9921875","3655.9921875","3655.9921875"
"16155.406467818","3655.9921875","3655.9921875","3655.9921875"
"16165.406482372","3655.9921875","3655.9921875","3655.9921875"
"16175.407258741","3655.9921875","3655.9921875","3655.9921875"
"16185.406596235","3655.9921875","3655.9921875","3655.9921875"
"16195.407408379","3655.9921875","3655.9921875","3655.9921875"
"16205.407113975","3655.9921875","3655.9921875","3655.9921875"
"16215.406628878","3655.9921875","3655.9921875","3655.9921875"
"16225.40675665","3655.9921875","3655.9921875","3655.9921875"
"16235.406829711","3655.9921875","3655.9921875","3655.9921875"
"16245.406540663","3655.9921875","3655.9921875","3655.9921875"
"16255.40694571","3655.9921875","3655.9921875","3655.9921875"
"16265.406245194","3655.9921875","3655.9921875","3655.9921875"
"16275.406726152","3655.9921875","3655.9921875","3655.9921875"
"16285.406547013","3655.9921875","3655.9921875","3655.9921875"
"16295.406285104","3655.9921875","3655.9921875","3655.9921875"
"16305.406603127","3655.9921875","3655.9921875","3655.9921875"
"16315.407080133","3655.9921875","3655.9921875","3655.9921875"
"16325.40662204","3655.9921875","3655.9921875","3655.9921875"
"16335.411167454","3655.9921875","3655.9921875","3655.9921875"
"16345.406475342","3655.9921875","3655.9921875","3655.9921875"
"16355.406849865","3655.9921875","3655.9921875","3655.9921875"
"16365.406287479","3655.9921875","3655.9921875","3655.9921875"
"16375.406766138","3655.9921875","3655.9921875","3655.9921875"
"16385.406722062","3655.9921875","3655.9921875","3655.9921875"
"16395.407118548","3655.9921875","3655.9921875","3655.9921875"
"16405.406798007","3655.9921875","3655.9921875","3655.9921875"
"16415.406532639","3655.9921875","3655.9921875","3655.9921875"
"16425.406472648","3655.9921875","3655.9921875","3655.9921875"
"16435.407248262","3655.9921875","3655.9921875","3655.9921875"
"16445.406801201","3655.9921875","3655.9921875","3655.9921875"
"16455.406437295","3655.9921875","3655.9921875","3655.9921875"
"16465.407344706","3655.9921875","3655.9921875","3655.9921875"
"16475.406564149","3655.9921875","3655.9921875","3655.9921875"
"16485.40677752","3655.9921875","3655.9921875","3655.9921875"
"16495.406363462","3655.9921875","3655.9921875","3655.9921875"
"16505.406632221","3655.9921875","3655.9921875","3655.9921875"
"16515.406412982","3655.9921875","3655.9921875","3655.9921875"
"16525.407320225","3655.9921875","3655.9921875","3655.9921875"
"16535.40631224","3655.9921875","3655.9921875","3655.9921875"
"16545.407276951","3655.9921875","3655.9921875","3655.9921875"
"16555.406924823","3655.9921875","3655.9921875","3655.9921875"
"16565.406725626","3655.9921875","3655.9921875","3655.9921875"
"16575.406873538","3655.9921875","3655.9921875","3655.9921875"
"16585.406759526","3655.9921875","3655.9921875","3655.9921875"
"16595.4070113","3655.9921875","3655.9921875","3655.9921875"
"16605.407033619","3655.9921875","3655.9921875","3655.9921875"
"16615.407031494","3655.9921875","3655.9921875","3655.9921875"
"16625.406783681","3655.9921875","3655.9921875","3655.9921875"
"16635.407026969","3655.9921875","3655.9921875","3655.9921875"
"16645.406802703","3655.9921875","3655.9921875","3655.9921875"
"16655.406626961","3655.9921875","3655.9921875","3655.9921875"
"16665.406508722","3655.9921875","3655.9921875","3655.9921875"
"16675.407081463","3655.9921875","3655.9921875","3655.9921875"
"16685.4069067","3655.9921875","3655.9921875","3655.9921875"
"16695.406687958","3655.9921875","3655.9921875","3655.9921875"
"16705.406288746","3655.9921875","3655.9921875","3655.9921875"
"16715.407171716","3655.9921875","3655.9921875","3655.9921875"
"16725.406281535","3655.9921875","3655.9921875","3655.9921875"
"16735.406863254","3655.9921875","3655.9921875","3655.9921875"
"16745.407250426","3655.9921875","3655.9921875","3655.9921875"
"16755.406732232","3655.9921875","3655.9921875","3655.9921875"
"16765.406895037","3655.9921875","3655.9921875","3655.9921875"
"16775.406648646","3655.9921875","3655.9921875","3655.9921875"
"16785.40725003","3655.9921875","3655.9921875","3655.9921875"
"16795.406950922","3655.9921875","3655.9921875","3655.9921875"
"16805.40655925","3655.9921875","3655.9921875","3655.9921875"
"16815.406220135","3655.9921875","3655.9921875","3655.9921875"
"16825.406936239","3655.9921875","3655.9921875","3655.9921875"
"16835.40666089","3655.9921875","3655.9921875","3655.9921875"
"16845.407142931","3655.9921875","3655.9921875","3655.9921875"
"16855.406913042","3655.9921875","3655.9921875","3655.9921875"
"16865.406410454","3655.9921875","3655.9921875","3655.9921875"
"16875.407186891","3655.9921875","3655.9921875","3655.9921875"
"16885.406438226","3655.9921875","3655.9921875","3655.9921875"
"16895.406424445","3655.9921875","3655.9921875","3655.9921875"
"16905.406461394","3655.9921875","3655.9921875","3655.9921875"
"16915.406941699","3655.9921875","3655.9921875","3655.9921875"
"16925.406332397","3655.9921875","3655.9921875","3655.9921875"
"16935.406838919","3655.9921875","3655.9921875","3655.9921875"
"16945.406836804","3655.9921875","3655.9921875","3655.9921875"
"16955.406968456","3655.9921875","3655.9921875","3655.9921875"
"16965.406544956","3655.9921875","3655.9921875","3655.9921875"
"16975.406744571","3655.9921875","3655.9921875","3655.9921875"
"16985.406564069","3655.9921875","3655.9921875","3655.9921875"
"16995.406625975","3655.9921875","3655.9921875","3655.9921875"
"17005.406421537","3655.9921875","3655.9921875","3655.9921875"
"17015.406880704","3655.9921875","3655.9921875","3655.9921875"
"17025.4067139","3655.9921875","3655.9921875","3655.9921875"
"17035.407135016","3655.9921875","3655.9921875","3655.9921875"
"17045.407263651","3655.9921875","3655.9921875","3655.9921875"
"17055.407413939","3655.9921875","3655.9921875","3655.9921875"
"17065.406409162","3655.9921875","3655.9921875","3655.9921875"
"17075.406806439","3655.9921875","3655.9921875","3655.9921875"
"17085.407160894","3655.9921875","3655.9921875","3655.9921875"
"17095.406819717","3655.9921875","3655.9921875","3655.9921875"
"17105.406212077","3655.9921875","3655.9921875","3655.9921875"
"17115.40628991","3655.9921875","3655.9921875","3655.9921875"
"17125.406151985","3655.9921875","3655.9921875","3655.9921875"
"17135.407871492","3655.9921875","3655.9921875","3655.9921875"
"17145.4067691","3655.9921875","3655.9921875","3655.9921875"
"17155.407181943","3655.9921875","3655.9921875","3655.9921875"
"17165.407468787","3655.9921875","3655.9921875","3655.9921875"
"17175.406315829","3655.9921875","3655.9921875","3655.9921875"
"17185.406734246","3655.9921875","3655.9921875","3655.9921875"
"17195.406289367","3655.9921875","3655.9921875","3655.9921875"
"17205.406686512","3655.9921875","3655.9921875","3655.9921875"
"17215.407138253","3655.9921875","3655.9921875","3655.9921875"
"17225.407308413","3655.9921875","3655.9921875","3655.9921875"
"17235.407520262","3655.9921875","3655.9921875","3655.9921875"
"17245.406635177","3655.9921875","3655.9921875","3655.9921875"
"17255.407131925","3655.9921875","3655.9921875","3655.9921875"
"17265.406452958","3655.9921875","3655.9921875","3655.9921875"
"17275.40670658","3655.9921875","3655.9921875","3655.9921875"
"17285.406511182","3655.9921875","3655.9921875","3655.9921875"
"17295.406707917","3655.9921875","3655.9921875","3655.9921875"
"17305.406143","3655.9921875","3655.9921875","3655.9921875"
"17315.406623834","3655.9921875","3655.9921875","3655.9921875"
"17325.40643095","3655.9921875","3655.9921875","3655.9921875"
"17335.407440711","3655.9921875","3655.9921875","3655.9921875"
"17345.406466676","3655.9921875","3655.9921875","3655.9921875"
"17355.406248612","3655.9921875","3655.9921875","3655.9921875"
"17365.407043117","3655.9921875","3655.9921875","3655.9921875"
"17375.406683251","3655.9921875","3655.9921875","3655.9921875"
"17385.406996076","3655.9921875","3655.9921875","3655.9921875"
"17395.407683998","3655.9921875","3655.9921875","3655.9921875"
"17405.406963364","3655.9921875","3655.9921875","3655.9921875"
"17415.406344279","3655.9921875","3655.9921875","3655.9921875"
"17425.406957295","3655.9921875","3655.9921875","3655.9921875"
"17435.407119265","3655.9921875","3655.9921875","3655.9921875"
"17445.406761441","3655.9921875","3655.9921875","3655.9921875"
"17455.406861624","3655.9921875","3655.9921875","3655.9921875"
"17465.406302629","3655.9921875","3655.9921875","3655.9921875"
"17475.406679684","3656.1171875","3656.1171875","3656.1171875"
"17485.40637775","3656.1171875","3656.1171875","3656.1171875"
"17495.40633316","3656.1171875","3656.1171875","3656.1171875"
"17505.406180281","3656.1171875","3656.1171875","3656.1171875"
"17515.407181639","3656.1171875","3656.1171875","3656.1171875"
"17525.407149892","3656.1171875","3656.1171875","3656.1171875"
"17535.406599881","3656.1171875","3656.1171875","3656.1171875"
"17545.407122424","3656.1171875","3656.1171875","3656.1171875"
"17555.406673966","3656.1171875","3656.1171875","3656.1171875"
"17565.406730037","3656.1171875","3656.1171875","3656.1171875"
"17575.407198357","3656.1171875","3656.1171875","3656.1171875"
"17585.406813504","3656.1171875","3656.1171875","3656.1171875"
"17595.410335354","3656.1171875","3656.1171875","3656.1171875"
"17605.407037961","3656.1171875","3656.1171875","3656.1171875"
"17615.406758425","3656.1171875","3656.1171875","3656.1171875"
"17625.406339397","3656.1171875","3656.1171875","3656.1171875"
"17635.407086048","3656.1171875","3656.1171875","3656.1171875"
"17645.406887511","3656.1171875","3656.1171875","3656.1171875"
"17655.406262687","3656.1171875","3656.1171875","3656.1171875"
"17665.406558051","3656.1171875","3656.1171875","3656.1171875"
"17675.406992064","3656.1171875","3656.1171875","3656.1171875"
"17685.406263723","3656.1171875","3656.1171875","3656.1171875"
"17695.406577605","3656.1171875","3656.1171875","3656.1171875"
"17705.406704881","3656.1171875","3656.1171875","3656.1171875"
"17715.406873716","3656.1171875","3656.1171875","3656.1171875"
"17725.406767954","3656.1171875","3656.1171875","3656.1171875"
"17735.406369508","3656.1171875","3656.1171875","3656.1171875"
"17745.406948695","3656.1171875","3656.1171875","3656.1171875"
"17755.406805106","3656.1171875","3656.1171875","3656.1171875"
"17765.406562919","3656.1171875","3656.1171875","3656.1171875"
"17775.406448293","3656.1171875","3656.1171875","3656.1171875"
"17785.406950936","3656.1171875","3656.1171875","3656.1171875"
"17795.407031996","3656.1171875","3656.1171875","3656.1171875"
"17805.40671767","3656.1171875","3656.1171875","3656.1171875"
"17815.407110104","3656.1171875","3656.1171875","3656.1171875"
"17825.406442214","3656.1171875","3656.1171875","3656.1171875"
"17835.406599094","3656.1171875","3656.1171875","3656.1171875"
"17845.406726125","3656.1171875","3656.1171875","3656.1171875"
"17855.406980604","3656.1171875","3656.1171875","3656.1171875"
"17865.406324676","3656.1171875","3656.1171875","3656.1171875"
"17875.406756933","3656.1171875","3656.1171875","3656.1171875"
"17885.407033831","3656.1171875","3656.1171875","3656.1171875"
"17895.406587874","3656.1171875","3656.1171875","3656.1171875"
"17905.406669514","3656.1171875","3656.1171875","3656.1171875"
"17915.406402384","3656.1171875","3656.1171875","3656.1171875"
"17925.407209574","3656.1171875","3656.1171875","3656.1171875"
"17935.406842247","3656.1171875","3656.1171875","3656.1171875"
"17945.4074299","3656.1171875","3656.1171875","3656.1171875"
"17955.406997797","3656.1171875","3656.1171875","3656.1171875"
"17965.407689067","3656.1171875","3656.1171875","3656.1171875"
"17975.406728094","3656.1171875","3656.1171875","3656.1171875"
"17985.40633124","3656.1171875","3656.1171875","3656.1171875"
"17995.406933629","3656.1171875","3656.1171875","3656.1171875"
"18005.406425192","3656.1171875","3656.1171875","3656.1171875"
"18015.40730967","3656.1171875","3656.1171875","3656.1171875"
"18025.406921338","3656.1171875","3656.1171875","3656.1171875"
"18035.407255865","3656.1171875","3656.1171875","3656.1171875"
"18045.406834402","3656.1171875","3656.1171875","3656.1171875"
"18055.40704579","3656.1171875","3656.1171875","3656.1171875"
"18065.406599185","3656.1171875","3656.1171875","3656.1171875"
"18075.406837274","3656.1171875","3656.1171875","3656.1171875"
"18085.407030851","3656.1171875","3656.1171875","3656.1171875"
"18095.40687106","3656.1171875","3656.1171875","3656.1171875"
"18105.406487381","3656.1171875","3656.1171875","3656.1171875"
"18115.40676713","3656.1171875","3656.1171875","3656.1171875"
"18125.406673366","3656.1171875","3656.1171875","3656.1171875"
"18135.406309485","3656.1171875","3656.1171875","3656.1171875"
"18145.406418768","3656.1171875","3656.1171875","3656.1171875"
"18155.40677383","3656.1171875","3656.1171875","3656.1171875"
"18165.406983491","3656.1171875","3656.1171875","3656.1171875"
"18175.407441341","3656.1171875","3656.1171875","3656.1171875"
"18185.407426766","3656.1171875","3656.1171875","3656.1171875"
"18195.406942055","3656.1171875","3656.1171875","3656.1171875"
"18205.406683326","3656.1171875","3656.1171875","3656.1171875"
"18215.406520234","3656.1171875","3656.1171875","3656.1171875"
"18225.406511261","3656.1171875","3656.1171875","3656.1171875"
"18235.406921487","3656.1171875","3656.1171875","3656.1171875"
"18245.406895137","3656.1171875","3656.1171875","3656.1171875"
"18255.406811464","3656.1171875","3656.1171875","3656.1171875"
"18265.406710752","3656.1171875","3656.1171875","3656.1171875"
"18275.406851722","3656.1171875","3656.1171875","3656.1171875"
"18285.407525651","3656.1171875","3656.1171875","3656.1171875"
"18295.407080246","3656.1171875","3656.1171875","3656.1171875"
"18305.407003112","3656.1171875","3656.1171875","3656.1171875"
"18315.407046755","3656.1171875","3656.1171875","3656.1171875"
"18325.406509677","3656.1171875","3656.1171875","3656.1171875"
"18335.406901651","3656.1171875","3656.1171875","3656.1171875"
"18345.406628075","3656.1171875","3656.1171875","3656.1171875"
"18355.406318209","3656.1171875","3656.1171875","3656.1171875"
"18365.407182659","3656.1171875","3656.1171875","3656.1171875"
"18375.406949684","3656.1171875","3656.1171875","3656.1171875"
"18385.407806851","3656.1171875","3656.1171875","3656.1171875"
"18395.406805253","3656.1171875","3656.1171875","3656.1171875"
"18405.406589096","3656.1171875","3656.1171875","3656.1171875"
"18415.407253333","3656.1171875","3656.1171875","3656.1171875"
"18425.407220285","3656.1171875","3656.1171875","3656.1171875"
"18435.406476916","3656.1171875","3656.1171875","3656.1171875"
"18445.406994605","3656.1171875","3656.1171875","3656.1171875"
"18455.406225327","3656.1171875","3656.1171875","3656.1171875"
"18465.406999642","3656.1171875","3656.1171875","3656.1171875"
"18475.407003479","3656.1171875","3656.1171875","3656.1171875"
"18485.406206781","3656.1171875","3656.1171875","3656.1171875"
"18495.40652125","3656.1171875","3656.1171875","3656.1171875"
"18505.406560778","3656.1171875","3656.1171875","3656.1171875"
"18515.407171497","3656.1171875","3656.1171875","3656.1171875"
"18525.406669413","3656.1171875","3656.1171875","3656.1171875"
"18535.40657697","3656.1171875","3656.1171875","3656.1171875"
"18545.406793178","3656.1171875","3656.1171875","3656.1171875"
"18555.406628684","3656.1171875","3656.1171875","3656.1171875"
"18565.40732529","3656.1171875","3656.1171875","3656.1171875"
"18575.406266956","3656.1171875","3656.1171875","3656.1171875"
