"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.powerWatts","StudyAbroadGPT-7B - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B - system/gpu.0.powerWatts__MAX"
"19915.412597635","195.459","195.459","195.459"
"19925.412279645","240.463","240.463","240.463"
"19935.416261429","167.867","167.867","167.867"
"19945.411437492","237.786","237.786","237.786"
"19955.412591944","234.354","234.354","234.354"
"19965.411903742","237.05","237.05","237.05"
"19975.411989724","195.459","195.459","195.459"
"19985.412131215","242.285","242.285","242.285"
"19995.413325102","213.146","213.146","213.146"
"20005.41210521","167.867","167.867","167.867"
"20015.414738761","162.285","162.285","162.285"
"20025.411579709","228.678","228.678","228.678"
"20035.413312477","186.838","186.838","186.838"
"20045.411308638","185.133","185.133","185.133"
"20055.415867175","206.745","206.745","206.745"
"20065.411411831","166.637","166.637","166.637"
"20075.410899156","232.638","232.638","232.638"
"20085.41351569","225.167","225.167","225.167"
"20095.416433605","226.504","226.504","226.504"
"20105.41193267","187.345","187.345","187.345"
"20115.411733931","164.282","164.282","164.282"
"20125.412600939","189.312","189.312","189.312"
"20135.411462576","189.651","189.651","189.651"
"20145.412426192","176.136","176.136","176.136"
"20155.411032559","188.82","188.82","188.82"
"20165.417511918","219.531","219.531","219.531"
"20175.412216944","187.576","187.576","187.576"
"20185.411542675","235.334","235.334","235.334"
"20195.414654573","187.345","187.345","187.345"
"20205.410681827","223.314","223.314","223.314"
"20215.411633814","252.819","252.819","252.819"
"20225.412994935","192.984","192.984","192.984"
"20235.41146275","235.07","235.07","235.07"
"20245.412278481","255.514","255.514","255.514"
"20255.411531172","189.804","189.804","189.804"
"20265.411767421","189.051","189.051","189.051"
"20275.416192387","234.469","234.469","234.469"
"20285.411604251","166.145","166.145","166.145"
"20295.411438048","226.504","226.504","226.504"
"20305.41074606","221.123","221.123","221.123"
"20315.414228371","209.708","209.708","209.708"
"20325.411028254","226.13","226.13","226.13"
"20335.410839191","217.951","217.951","217.951"
"20345.414593954","188.083","188.083","188.083"
"20355.412673542","236.315","236.315","236.315"
"20365.412237366","161.806","161.806","161.806"
"20375.414606598","190.526","190.526","190.526"
"20385.412556626","179.58","179.58","179.58"
"20395.411814209","233.242","233.242","233.242"
"20405.415877942","186.699","186.699","186.699"
"20415.412384781","220.142","220.142","220.142"
"20425.411695941","224.786","224.786","224.786"
"20435.418070423","251.349","251.349","251.349"
"20445.411354967","237.05","237.05","237.05"
"20455.410668117","119.974","119.974","119.974"
"20465.411600641","238.276","238.276","238.276"
"20475.412101737","187.576","187.576","187.576"
"20485.410751184","235.224","235.224","235.224"
"20495.411753985","214.269","214.269","214.269"
"20505.413073486","147.689","147.689","147.689"
"20515.411184111","188.083","188.083","188.083"
"20525.411327899","142.03","142.03","142.03"
"20535.411023183","230.054","230.054","230.054"
"20545.410995427","236.805","236.805","236.805"
"20555.411940353","205.897","205.897","205.897"
"20565.411240289","173.775","173.775","173.775"
"20575.411670571","219.16","219.16","219.16"
"20585.414614768","104.728","104.728","104.728"
"20595.412005727","148.11","148.11","148.11"
"20605.415095031","173.184","173.184","173.184"
"20615.411363006","209.708","209.708","209.708"
"20625.412626867","156.401","156.401","156.401"
"20635.419225253","240.129","240.129","240.129"
"20645.41111751","201.113","201.113","201.113"
"20655.411253983","166.391","166.391","166.391"
"20665.418812255","245.47","245.47","245.47"
"20675.411854047","180.564","180.564","180.564"
"20685.412831509","171.313","171.313","171.313"
"20695.411118648","206.482","206.482","206.482"
"20705.414531906","180.057","180.057","180.057"
"20715.411295648","180.722","180.722","180.722"
"20725.412855753","180.461","180.461","180.461"
"20735.419676862","244.735","244.735","244.735"
"20745.412213712","177.352","177.352","177.352"
"20755.411781146","128.531","128.531","128.531"
"20765.411127212","208.48","208.48","208.48"
"20775.411900914","221.86","221.86","221.86"
"20785.416049567","235.204","235.204","235.204"
"20795.411668707","237.922","237.922","237.922"
"20805.412070626","194.214","194.214","194.214"
"20815.411440846","204.422","204.422","204.422"
"20825.414395225","234.469","234.469","234.469"
"20835.410903316","188.713","188.713","188.713"
"20845.417256408","224.168","224.168","224.168"
"20855.412080907","238.031","238.031","238.031"
"20865.413074522","162.791","162.791","162.791"
"20875.411786355","191.279","191.279","191.279"
"20885.411159365","164.036","164.036","164.036"
"20895.411858433","143.263","143.263","143.263"
"20905.416318656","207.354","207.354","207.354"
"20915.411312613","179.58","179.58","179.58"
"20925.420506259","260.488","260.488","260.488"
"20935.414798704","215.479","215.479","215.479"
"20945.411339667","197.559","197.559","197.559"
"20955.412692392","246.205","246.205","246.205"
"20965.410843417","180.318","180.318","180.318"
"20975.411485508","186.101","186.101","186.101"
"20985.412029648","256.124","256.124","256.124"
"20995.411048406","182.793","182.793","182.793"
"21005.41115382","125.263","125.263","125.263"
"21015.411174191","236.805","236.805","236.805"
"21025.412010121","192.247","192.247","192.247"
"21035.411531666","212.409","212.409","212.409"
"21045.410807805","204.93","204.93","204.93"
"21055.410907174","238.031","238.031","238.031"
"21065.413589199","185.118","185.118","185.118"
"21075.411154131","187.591","187.591","187.591"
"21085.411889643","189.297","189.297","189.297"
"21095.411926805","164.009","164.009","164.009"
"21105.415934155","184.977","184.977","184.977"
"21115.411561251","212.551","212.551","212.551"
"21125.411691546","236.07","236.07","236.07"
"21135.411664606","232.997","232.997","232.997"
"21145.411813706","238.276","238.276","238.276"
"21155.411716463","143.51","143.51","143.51"
"21165.411007726","249.88","249.88","249.88"
"21175.414131007","191.416","191.416","191.416"
"21185.412355094","196.196","196.196","196.196"
"21195.410958494","200.999","200.999","200.999"
"21205.411491341","242.198","242.198","242.198"
"21215.411144121","173.775","173.775","173.775"
"21225.415965416","156.647","156.647","156.647"
"21235.412002091","190.772","190.772","190.772"
"21245.411347355","197.805","197.805","197.805"
"21255.410797256","224.05","224.05","224.05"
"21265.414690998","187.683","187.683","187.683"
"21275.41143294","228.11","228.11","228.11"
"21285.411779562","191.033","191.033","191.033"
"21295.411261685","253.064","253.064","253.064"
"21305.411117526","172.052","172.052","172.052"
"21315.411817156","198.05","198.05","198.05"
"21325.411743139","250.615","250.615","250.615"
"21335.410923686","187.437","187.437","187.437"
"21345.411586221","141.29","141.29","141.29"
"21355.411100041","191.018","191.018","191.018"
"21365.414738323","234.959","234.959","234.959"
"21375.410958013","185.715","185.715","185.715"
"21385.413664776","175.99","175.99","175.99"
"21395.411742374","176.628","176.628","176.628"
"21405.412509937","232.393","232.393","232.393"
"21415.416779707","236.676","236.676","236.676"
"21425.411983897","237.431","237.431","237.431"
"21435.411504492","171.806","171.806","171.806"
"21445.411770402","245.855","245.855","245.855"
"21455.411731832","193.873","193.873","193.873"
"21465.414796665","193.984","193.984","193.984"
"21475.412425026","191.279","191.279","191.279"
"21485.414610619","184.239","184.239","184.239"
"21495.411737289","193.246","193.246","193.246"
"21505.411828295","186.608","186.608","186.608"
"21515.412289871","234.488","234.488","234.488"
"21525.411566255","191.509","191.509","191.509"
"21535.410959568","223.941","223.941","223.941"
"21545.413382714","180.174","180.174","180.174"
"21555.412409617","165.42","165.42","165.42"
"21565.410853061","237.902","237.902","237.902"
"21575.411662959","198.163","198.163","198.163"
"21585.41441544","237.657","237.657","237.657"
"21595.411163625","153.95","153.95","153.95"
"21605.414583713","244.65","244.65","244.65"
"21615.411029177","170.083","170.083","170.083"
"21625.411322382","232.997","232.997","232.997"
"21635.414531085","168.36","168.36","168.36"
"21645.411504803","204.439","204.439","204.439"
"21655.41170018","201.605","201.605","201.605"
"21665.411873787","251.349","251.349","251.349"
"21675.414143549","244.405","244.405","244.405"
"21685.411627634","153.766","153.766","153.766"
"21695.412628","231.79","231.79","231.79"
"21705.411436984","218.303","218.303","218.303"
"21715.411856421","116.09","116.09","116.09"
"21725.412381919","201.982","201.982","201.982"
"21735.413360233","199.279","199.279","199.279"
"21745.413363563","147.948","147.948","147.948"
"21755.416473772","196.934","196.934","196.934"
"21765.412606195","185.745","185.745","185.745"
"21775.41502054","230.318","230.318","230.318"
"21785.413047487","212.901","212.901","212.901"
"21795.41142496","170.575","170.575","170.575"
"21805.411449574","259.796","259.796","259.796"
"21815.412398965","162.545","162.545","162.545"
"21825.412333113","234.223","234.223","234.223"
"21835.412071517","238.657","238.657","238.657"
"21845.412094384","164.528","164.528","164.528"
"21855.411684957","186.714","186.714","186.714"
"21865.411393681","156.388","156.388","156.388"
"21875.411983804","113.309","113.309","113.309"
"21885.420743848","189.573","189.573","189.573"
"21895.416388958","234.959","234.959","234.959"
"21905.41120506","204.539","204.539","204.539"
"21915.412163033","148.195","148.195","148.195"
"21925.416572535","193.984","193.984","193.984"
"21935.413674203","188.421","188.421","188.421"
"21945.410895658","189.159","189.159","189.159"
"21955.413488925","206.863","206.863","206.863"
"21965.415297453","155.908","155.908","155.908"
"21975.412302389","153.766","153.766","153.766"
"21985.411688803","176.729","176.729","176.729"
"21995.41099758","178.944","178.944","178.944"
"22005.411176737","237.902","237.902","237.902"
"22015.412721314","186.237","186.237","186.237"
"22025.411577031","158.125","158.125","158.125"
"22035.41115759","182.793","182.793","182.793"
"22045.412794871","158.604","158.604","158.604"
"22055.411471331","188.436","188.436","188.436"
"22065.411538565","242.091","242.091","242.091"
"22075.415527924","235.45","235.45","235.45"
"22085.411966646","239.639","239.639","239.639"
"22095.411984464","182.547","182.547","182.547"
"22105.412352945","186.945","186.945","186.945"
"22115.411365395","184.992","184.992","184.992"
"22125.411559135","169.947","169.947","169.947"
"22135.411892921","166.896","166.896","166.896"
"22145.411526141","191.771","191.771","191.771"
"22155.411850268","188.836","188.836","188.836"
"22165.411488442","236.94","236.94","236.94"
"22175.411726331","118.256","118.256","118.256"
"22185.411479748","191.279","191.279","191.279"
"22195.41771005","255.024","255.024","255.024"
"22205.415028993","196.292","196.292","196.292"
"22215.418107443","258.699","258.699","258.699"
"22225.411551024","255.514","255.514","255.514"
"22235.41181597","181.809","181.809","181.809"
"22245.411795287","248.327","248.327","248.327"
"22255.413806954","170.426","170.426","170.426"
"22265.411418244","231.922","231.922","231.922"
"22275.410900863","130.772","130.772","130.772"
"22285.413886392","209.217","209.217","209.217"
"22295.411602212","199.376","199.376","199.376"
"22305.411284477","221.495","221.495","221.495"
"22315.414142447","231.28","231.28","231.28"
"22325.411145657","176.482","176.482","176.482"
"22335.411243103","186.729","186.729","186.729"
"22345.411006746","207.388","207.388","207.388"
"22355.410919939","179.334","179.334","179.334"
"22365.411567796","187.713","187.713","187.713"
"22375.410999082","152.128","152.128","152.128"
"22385.411441955","228.259","228.259","228.259"
"22395.420929948","183.777","183.777","183.777"
"22405.414120522","176.236","176.236","176.236"
"22415.411146886","194.229","194.229","194.229"
"22425.410993703","192.017","192.017","192.017"
"22435.412349014","196.56","196.56","196.56"
"22445.41160683","204.685","204.685","204.685"
"22455.415431298","165.76","165.76","165.76"
"22465.41245829","197.426","197.426","197.426"
"22475.411971777","183.285","183.285","183.285"
"22485.413440752","216.829","216.829","216.829"
"22495.412726073","208.862","208.862","208.862"
"22505.412432528","116.575","116.575","116.575"
"22515.41091563","121.346","121.346","121.346"
"22525.411734797","118.996","118.996","118.996"
"22535.410897348","115.671","115.671","115.671"
"22545.41219946","111.644","111.644","111.644"
"22555.411201847","113.694","113.694","113.694"
"22565.411435841","120.162","120.162","120.162"
"22575.411372067","115.302","115.302","115.302"
"22585.411537001","119.054","119.054","119.054"
"22595.412843188","115.102","115.102","115.102"
"22605.411348198","117.335","117.335","117.335"
"22615.411265835","111.837","111.837","111.837"
"22775.411693486","35.219","35.219","35.219"
"22785.412247218","35.467","35.467","35.467"
"22825.411309537","34.723","34.723","34.723"
"22895.412129727","34.205","34.205","34.205"
"23165.410852469","33.976","33.976","33.976"
"23175.410951642","33.728","33.728","33.728"
"23735.411809428","33.728","33.728","33.728"
"23745.411985866","33.976","33.976","33.976"
"23755.413535802","33.728","33.728","33.728"
"23765.411525562","33.957","33.957","33.957"
"23775.411473392","33.728","33.728","33.728"
"23785.411322184","33.461","33.461","33.461"
"23795.414205548","33.728","33.728","33.728"
"23805.410675285","33.728","33.728","33.728"
"23815.411662744","33.48","33.48","33.48"
"23825.412009404","34.72","34.72","34.72"
"23835.411818005","33.709","33.709","33.709"
"23845.414435924","33.728","33.728","33.728"
"23855.413622886","33.48","33.48","33.48"
"23865.413013182","33.728","33.728","33.728"
"23875.412149596","33.728","33.728","33.728"
"23885.411627594","33.48","33.48","33.48"
"23895.410916072","33.48","33.48","33.48"
"23905.412483719","33.728","33.728","33.728"
"23915.411929245","33.728","33.728","33.728"
"23925.410735442","33.48","33.48","33.48"
"23935.411865707","33.728","33.728","33.728"
"23945.414130796","33.728","33.728","33.728"
"23955.422960364","33.728","33.728","33.728"
"23965.411434901","33.728","33.728","33.728"
"23975.415647203","33.709","33.709","33.709"
"23985.414186618","33.728","33.728","33.728"
"23995.415701072","33.48","33.48","33.48"
"24005.415935807","33.728","33.728","33.728"
"24015.413742565","33.728","33.728","33.728"
"24025.4115708","33.728","33.728","33.728"
"24035.410426062","33.48","33.48","33.48"
"24185.411843267","65.361","65.361","65.361"
"24195.411637232","33.728","33.728","33.728"
"24205.41135783","33.48","33.48","33.48"
"24215.411147422","33.728","33.728","33.728"
"24225.411620244","33.728","33.728","33.728"
"24235.411848124","33.232","33.232","33.232"
"24365.411133672","33.728","33.728","33.728"
"24375.41101276","33.728","33.728","33.728"
"24385.411511192","33.728","33.728","33.728"
"24435.411047088","33.728","33.728","33.728"
"24445.411867952","34.472","34.472","34.472"
"24455.411126821","37.179","37.179","37.179"
